year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1298,death,11,384,353
1298,marriage,,113,115
1298,residence,,21,21
1299,any,,20,11
1299,birth,26,203,312
1299,death,22,170,265
1299,marriage,,49,127
1300,any,,1331,465
1300,birth,1252,1683,1151
1300,death,106,974,797
1300,marriage,4,239,439
1300,other,30,,
1300,residence,6,33,12
1301,any,,28,3
1301,birth,7,229,243
1301,death,6,201,218
1301,marriage,6,46,61
1302,any,,39,3
1302,birth,10,333,458
1302,death,2,312,288
1302,marriage,,72,103
1302,residence,,6,6
1303,any,,29,1
1303,birth,12,378,281
1303,death,9,302,264
1303,marriage,3,112,83
1303,residence,,6,6
1304,any,,39,2
1304,birth,10,354,348
1304,death,7,321,302
1304,marriage,,104,111
1305,any,,148,67
1305,birth,13,624,919
1305,death,4,481,626
1305,marriage,1,162,167
1305,residence,,3,35
1306,any,,45,3
1306,birth,3,288,260
1306,death,,237,214
1306,marriage,1,98,62
1306,residence,,6,6
1307,any,,40,18
1307,birth,5,824,345
1307,death,,780,274
1307,marriage,,58,75
1308,any,,28,2
1308,birth,5,451,346
1308,death,,346,305
1308,marriage,,134,119
1308,residence,,4,
1309,any,,23,1
1309,birth,2,306,264
1309,death,,278,228
1309,marriage,,70,79
1309,residence,,6,13
1310,any,,114,37
1310,birth,28,764,933
1310,death,14,564,854
1310,marriage,,157,201
1311,any,,38,
1311,birth,15,335,285
1311,death,10,226,242
1311,marriage,,68,72
1312,any,,104,16
1312,birth,7,429,507
1312,death,2,422,396
1312,marriage,2,79,130
1312,residence,,3,7
1313,any,,21,2
1313,birth,21,388,241
1313,death,19,316,184
1313,marriage,15,86,72
1314,any,,35,3
1314,birth,2,311,388
1314,death,,278,324
